Folder Path;traj.csv exists?;foodpatches_reviewed.csv exists?;traj.mat exists?;traj.mat empty?;Diagnosis of video;frames with zero worms;frames with one worm;frames with two or more worms;proportion of frames with multiple worms;final classification of the video
Documents/PTUT/Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM5;1;1;1;0;OK;5248;29732;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T194409_SmallPatches_C5-CAM5;1;1;1;0;OK;794;34218;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T143258_SmallPatches_C1-CAM6;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221014T191303_SmallPatches_C2-CAM2;1;1;1;0;OK;7570;27548;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221014T103134_SmallPatches_C5-CAM8;1;1;1;0;OK;422;34611;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221013T200026_SmallPatches_C4-CAM6;1;1;1;0;OK;585;34444;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221122T192239_SmallPatches_C3-CAM4;1;1;1;0;OK;897;34211;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221122T193945_SmallPatches_C5-CAM1;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221014T103134_SmallPatches_C5-CAM1;1;1;1;0;OK;3341;31674;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221117T200335_SmallPatches_C6-CAM2;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221122T193945_SmallPatches_C5-CAM8;1;1;1;0;OK;4938;30214;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221119T201720_SmallPatches_C1-CAM5;1;1;1;0;OK;12968;21678;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T102308_SmallPatches_C3-CAM6;1;1;1;0;OK;359;34676;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221123T210707_SmallPatches_C3-CAM1;1;1;1;0;OK;11765;23020;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221117T105413_SmallPatches_C5-CAM4;1;1;0;0;WEIRD;353;0;34703;0.9899303970789594;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221013T201332_SmallPatches_C2-CAM7;1;1;1;0;OK;298;34670;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221122T102358_SmallPatches_C2-CAM2;1;1;1;0;OK;492;34682;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T200700_SmallPatches_C5-CAM7;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM7;1;1;1;0;OK;5721;23049;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T112832_SmallPatches_C3-CAM2;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221016T201801_SmallPatches_C3-CAM6;1;1;1;0;OK;2673;32431;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221119T201720_SmallPatches_C1-CAM2;1;1;1;0;OK;698;34521;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T110848_SmallPatches_C4-CAM1;1;1;1;0;OK;296;34692;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T102308_SmallPatches_C3-CAM1;1;1;0;0;WEIRD;317;4259;30402;0.869174909943393;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221117T200335_SmallPatches_C6-CAM5;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221013T200026_SmallPatches_C4-CAM8;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221014T103134_SmallPatches_C5-CAM6;1;1;1;0;OK;5153;29952;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221016T201801_SmallPatches_C3-CAM1;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221126T112832_SmallPatches_C3-CAM5;1;1;1;0;OK;23287;11696;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T143258_SmallPatches_C1-CAM8;1;1;1;0;OK;5721;29403;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221012T131923_SmallPatches_C6-CAM7;1;1;0;0;WEIRD;780;25499;717;0.026559490294858497;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221120T191902_SmallPatches_C5-CAM3;1;1;1;0;OK;6484;28295;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221115T194416_SmallPatches_C6-CAM8;1;1;1;0;OK;939;34108;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221117T105413_SmallPatches_C5-CAM3;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221116T102254_SmallPatches_C1-CAM4;1;1;1;0;OK;268;34561;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T203601_SmallPatches_C3-CAM5;1;1;1;0;OK;19637;15547;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221011T191711_SmallPatches_C2-CAM2;1;1;1;0;OK;685;34232;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221011T111213_SmallPatches_C1-CAM3;1;1;1;0;OK;538;32908;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221122T102404_SmallPatches_C3-CAM2;1;1;1;0;OK;18356;10107;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T194534_SmallPatches_C5-CAM7;1;1;1;0;OK;1220;33774;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221117T195638_SmallPatches_C3-CAM3;1;1;1;0;OK;2188;32937;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221115T113217_SmallPatches_C5-CAM5;1;1;0;0;WEIRD;14635;10943;9413;0.26901203166528537;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221117T195557_SmallPatches_C1-CAM6;1;1;1;0;OK;6486;28615;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221012T131806_SmallPatches_C4-CAM2;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221015T195306_SmallPatches_C1-CAM1;1;1;1;0;OK;397;34625;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221117T195638_SmallPatches_C3-CAM4;1;1;1;0;OK;522;34524;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221123T211445_SmallPatches_C4-CAM7;1;1;1;0;OK;5792;29323;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T233330_SmallPatches_C4-CAM7;1;1;0;0;WEIRD;4730;13580;443;0.023622887004745907;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221011T111213_SmallPatches_C1-CAM4;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221116T102254_SmallPatches_C1-CAM3;1;1;1;0;OK;6563;28233;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T203601_SmallPatches_C3-CAM2;1;1;1;0;OK;3542;31615;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T195306_SmallPatches_C1-CAM6;1;1;0;0;WEIRD;427;32346;2277;0.06496433666191155;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221012T131806_SmallPatches_C4-CAM5;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221011T112304_SmallPatches_C4-CAM1;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221012T130040_SmallPatches_C2-CAM2;1;1;1;0;OK;7747;20451;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221117T195557_SmallPatches_C1-CAM1;1;1;1;0;OK;11312;23801;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221115T113217_SmallPatches_C5-CAM2;1;1;1;0;OK;4745;18157;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221115T113223_SmallPatches_C6-CAM3;1;1;1;0;OK;5055;29773;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221120T190805_SmallPatches_C2-CAM4;1;1;1;0;OK;993;34186;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221011T112304_SmallPatches_C4-CAM8;1;1;1;0;OK;8012;24502;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T105445_SmallPatches_C1-CAM5;1;1;1;0;OK;541;34382;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221014T101555_SmallPatches_C3-CAM4;1;1;1;0;OK;355;34645;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T232044_SmallPatches_C1-CAM5;1;1;1;0;OK;1406;33766;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T103106_SmallPatches_C6-CAM7;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221117T195557_SmallPatches_C1-CAM8;1;1;1;0;OK;2321;32792;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T193059_SmallPatches_C3-CAM2;1;1;1;0;OK;15413;19619;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T205101_SmallPatches_C4-CAM7;1;1;1;0;OK;5705;29386;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T114423_SmallPatches_C5-CAM3;1;1;1;0;OK;19255;15733;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM5;1;1;1;0;OK;480;34601;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221011T192159_SmallPatches_C5-CAM7;1;1;1;0;OK;1167;33751;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221117T104123_SmallPatches_C3-CAM4;1;1;1;0;OK;5714;29378;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221014T101555_SmallPatches_C3-CAM3;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221110T105445_SmallPatches_C1-CAM2;1;1;1;0;OK;8115;25286;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T232044_SmallPatches_C1-CAM2;1;1;0;0;WEIRD;653;32239;2352;0.06673476336397685;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221015T195306_SmallPatches_C1-CAM8;1;1;1;0;OK;402;34625;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221115T113223_SmallPatches_C6-CAM4;1;1;1;0;OK;836;34159;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221117T104123_SmallPatches_C3-CAM3;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;1;1;1;0;OK;6552;28595;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T114423_SmallPatches_C5-CAM4;1;1;1;0;OK;12997;22065;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221122T192231_SmallPatches_C2-CAM7;1;1;1;0;OK;4480;30677;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T113043_SmallPatches_C5-CAM4;1;1;1;0;OK;2966;32111;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T111506_SmallPatches_C3-CAM1;1;1;1;0;OK;1323;33850;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221119T203023_SmallPatches_C5-CAM8;1;1;1;0;OK;10319;24722;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221011T112411_SmallPatches_C5-CAM2;1;1;1;0;OK;4433;28131;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221011T111254_SmallPatches_C3-CAM3;1;1;1;0;OK;3314;30092;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221119T115015_SmallPatches_C6-CAM2;1;1;0;0;WEIRD;1934;25725;7440;0.21197185104988747;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221017T113050_SmallPatches_C6-CAM6;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221016T203324_SmallPatches_C6-CAM6;1;1;1;0;OK;1132;33895;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221123T115657_SmallPatches_C2-CAM4;1;1;1;0;OK;673;34453;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221011T112417_SmallPatches_C6-CAM5;1;1;0;0;WEIRD;169;11399;20979;0.6445755369158448;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221017T111506_SmallPatches_C3-CAM6;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221120T190810_SmallPatches_C3-CAM1;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221011T112417_SmallPatches_C6-CAM2;1;1;1;0;OK;16572;15970;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221016T203324_SmallPatches_C6-CAM1;1;1;1;0;OK;331;34638;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221122T103604_SmallPatches_C5-CAM7;1;1;1;0;OK;7769;27252;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221011T111254_SmallPatches_C3-CAM4;1;1;1;0;OK;12652;16622;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T113050_SmallPatches_C6-CAM1;1;1;1;0;OK;467;34613;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221011T112411_SmallPatches_C5-CAM5;1;1;1;0;OK;188;32367;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221014T103022_SmallPatches_C4-CAM7;1;1;0;0;WEIRD;452;996;33615;0.958702906197416;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221011T191616_SmallPatches_C1-CAM4;1;1;1;0;OK;8225;21464;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221016T203324_SmallPatches_C6-CAM8;1;1;1;0;OK;6303;28749;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T103112_SmallPatches_C5-CAM7;1;1;1;0;OK;15930;18982;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T113050_SmallPatches_C6-CAM8;1;1;1;0;OK;11064;24001;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221123T211456_SmallPatches_C6-CAM5;1;1;1;0;OK;16292;17694;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T112001_SmallPatches_C2-CAM7;1;1;1;0;OK;4018;31144;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221120T190810_SmallPatches_C3-CAM8;1;1;0;0;WEIRD;972;30581;3632;0.1032258064516129;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;1;1;0;0;WEIRD;4445;30538;1;2.8584495769494626e-05;1 worm with errors
Documents/PTUT/Minipatches_light_20260116/20221123T211456_SmallPatches_C6-CAM2;1;1;1;0;OK;24068;11040;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221016T203158_SmallPatches_C4-CAM2;1;1;0;0;WEIRD;646;7339;27071;0.7722215883158375;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221013T114735_SmallPatches_C1-CAM7;1;1;1;0;OK;2792;30984;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221011T192204_SmallPatches_C6-CAM3;1;1;1;0;OK;202;34686;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221011T191616_SmallPatches_C1-CAM3;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221118T103528_SmallPatches_C2-CAM4;1;1;1;0;OK;17963;14846;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T193607_SmallPatches_C2-CAM2;1;1;1;0;OK;1531;33505;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T111506_SmallPatches_C3-CAM8;1;1;1;0;OK;5414;29748;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM3;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221119T203023_SmallPatches_C5-CAM1;1;1;1;0;OK;5749;29353;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221123T120808_SmallPatches_C4-CAM7;1;1;1;0;OK;4286;30810;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221122T192144_SmallPatches_C1-CAM1;1;1;1;0;OK;27691;6835;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221115T112027_SmallPatches_C2-CAM4;1;1;1;0;OK;1520;33550;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T113417_SmallPatches_C5-CAM5;1;1;1;0;OK;631;34358;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221119T115009_SmallPatches_C5-CAM6;1;1;1;0;OK;5332;29715;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221115T193532_SmallPatches_C1-CAM8;1;1;1;0;OK;1334;33679;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T203320_SmallPatches_C6-CAM8;1;1;1;0;OK;650;34433;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM8;1;1;1;0;OK;3177;31862;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T112927_SmallPatches_C4-CAM1;1;1;1;0;OK;16995;9011;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221119T115009_SmallPatches_C5-CAM1;1;1;1;0;OK;5189;29810;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T113417_SmallPatches_C5-CAM2;1;1;1;0;OK;2592;32453;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221122T192144_SmallPatches_C1-CAM6;1;1;1;0;OK;2157;32948;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T105552_SmallPatches_C2-CAM6;1;1;1;0;OK;1496;33452;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T112927_SmallPatches_C4-CAM6;1;1;0;0;WEIRD;489;1706;23900;0.9158842690170531;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221118T103454_SmallPatches_C1-CAM7;1;1;1;0;OK;2478;32617;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T111903_SmallPatches_C1-CAM8;1;1;1;0;OK;10726;24431;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM6;1;1;1;0;OK;484;34607;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM7;1;1;1;0;OK;1628;33501;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T203320_SmallPatches_C6-CAM6;1;1;1;0;OK;4633;30381;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T111903_SmallPatches_C1-CAM1;1;1;1;0;OK;5977;29130;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T193622_SmallPatches_C3-CAM3;1;1;1;0;OK;483;34573;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221115T193532_SmallPatches_C1-CAM6;1;1;1;0;OK;3561;31447;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221119T115009_SmallPatches_C5-CAM8;1;1;1;0;OK;1808;33323;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T113423_SmallPatches_C6-CAM3;1;1;1;0;OK;4711;30373;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221121T120109_SmallPatches_C2-CAM2;1;1;1;0;OK;1271;33933;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T193622_SmallPatches_C3-CAM4;1;1;1;0;OK;2374;32675;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T203320_SmallPatches_C6-CAM1;1;1;1;0;OK;3704;31282;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T111903_SmallPatches_C1-CAM6;1;1;1;0;OK;4480;30643;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T112927_SmallPatches_C4-CAM8;1;1;1;0;OK;452;25613;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;1;1;1;0;OK;7406;24806;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T105552_SmallPatches_C2-CAM8;1;1;0;0;WEIRD;5478;23994;5491;0.15705174041129194;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM7;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221122T192144_SmallPatches_C1-CAM8;1;1;1;0;OK;19655;15238;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T113423_SmallPatches_C6-CAM4;1;1;1;0;OK;1212;33884;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221115T193532_SmallPatches_C1-CAM1;1;1;1;0;OK;6127;28499;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221122T103604_SmallPatches_C5-CAM8;1;1;1;0;OK;4309;30749;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221014T103022_SmallPatches_C4-CAM1;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221011T192204_SmallPatches_C6-CAM2;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221016T114101_SmallPatches_C5-CAM8;1;1;1;0;OK;3425;31638;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221123T211456_SmallPatches_C6-CAM3;1;1;1;0;OK;3161;31971;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221013T114735_SmallPatches_C1-CAM6;1;1;1;0;OK;17630;16133;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221016T203158_SmallPatches_C4-CAM3;1;1;1;0;OK;404;34668;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T103112_SmallPatches_C5-CAM1;1;1;1;0;OK;945;33978;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM2;1;1;1;0;OK;2418;32573;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T103112_SmallPatches_C5-CAM6;1;1;1;0;OK;446;34540;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221123T211456_SmallPatches_C6-CAM4;1;1;1;0;OK;1895;33115;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221013T114735_SmallPatches_C1-CAM1;1;1;1;0;OK;6220;27584;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221016T203158_SmallPatches_C4-CAM4;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221011T192204_SmallPatches_C6-CAM5;1;1;1;0;OK;390;5841;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221011T191616_SmallPatches_C1-CAM5;1;1;1;0;OK;3788;31130;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221014T103022_SmallPatches_C4-CAM6;1;1;1;0;OK;406;34619;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221118T103528_SmallPatches_C2-CAM2;1;1;1;0;OK;1369;33753;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221121T121358_SmallPatches_C5-CAM4;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221116T193607_SmallPatches_C2-CAM4;1;1;1;0;OK;29840;5192;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221119T203023_SmallPatches_C5-CAM7;1;1;1;0;OK;571;34516;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221123T120808_SmallPatches_C4-CAM1;1;1;0;0;WEIRD;4312;22564;8142;0.23250899537380776;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221015T112001_SmallPatches_C2-CAM6;1;1;1;0;OK;4029;31099;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221123T120808_SmallPatches_C4-CAM8;1;1;1;0;OK;10891;24227;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T113043_SmallPatches_C5-CAM2;1;1;1;0;OK;8724;26326;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221011T112411_SmallPatches_C5-CAM4;1;1;1;0;OK;343;32244;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221119T115015_SmallPatches_C6-CAM4;1;1;1;0;OK;859;34270;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221016T114101_SmallPatches_C5-CAM6;1;1;1;0;OK;4793;30183;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221123T115657_SmallPatches_C2-CAM2;1;1;0;0;WEIRD;581;8298;26197;0.7468639525601551;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221122T103604_SmallPatches_C5-CAM6;1;1;0;0;WEIRD;353;11719;22922;0.6550265759844545;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221017T113043_SmallPatches_C5-CAM5;1;1;1;0;OK;603;34489;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221016T203324_SmallPatches_C6-CAM7;1;1;1;0;OK;1612;33429;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221122T103604_SmallPatches_C5-CAM1;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221120T191855_SmallPatches_C4-CAM3;1;1;1;0;OK;894;34147;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221011T112417_SmallPatches_C6-CAM4;1;1;0;0;WEIRD;517;14877;17137;0.5267898312378961;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221014T103022_SmallPatches_C4-CAM8;1;1;0;0;WEIRD;7843;27191;1;2.8542885685742827e-05;1 worm with errors
Documents/PTUT/Minipatches_light_20260116/20221011T111254_SmallPatches_C3-CAM2;1;1;1;0;OK;2275;29647;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T113050_SmallPatches_C6-CAM7;1;1;0;0;WEIRD;444;0;34602;0.9873309364834788;2+ worms
