Folder Path;traj.csv exists?;foodpatches_reviewed.csv exists?;traj.mat exists?;traj.mat empty?;Diagnosis of video;frames with zero worms;frames with one worm;frames with two or more worms;proportion of frames with multiple worms;final classification of the video
Documents/PTUT/Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;1;1;1;0;OK;4120;30955;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221012T131923_SmallPatches_C6-CAM3;1;1;1;0;OK;1594;25296;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221120T191902_SmallPatches_C5-CAM7;1;1;1;0;OK;23019;12071;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T200706_SmallPatches_C6-CAM3;1;1;1;0;OK;6120;28971;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T112832_SmallPatches_C3-CAM1;1;1;1;0;OK;6319;28743;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221119T115009_SmallPatches_C5-CAM2;1;1;1;0;OK;12991;22030;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221122T192144_SmallPatches_C1-CAM5;1;1;1;0;OK;748;34385;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T113417_SmallPatches_C5-CAM1;1;1;1;0;OK;2576;32437;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T112927_SmallPatches_C4-CAM5;1;1;0;0;WEIRD;3328;3684;19013;0.730566762728146;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221118T103454_SmallPatches_C1-CAM4;1;1;1;0;OK;494;34578;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T105552_SmallPatches_C2-CAM2;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221122T192144_SmallPatches_C1-CAM2;1;1;1;0;OK;3525;25551;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221115T112027_SmallPatches_C2-CAM7;1;1;1;0;OK;7213;27905;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221119T115009_SmallPatches_C5-CAM5;1;1;1;0;OK;6128;28920;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221118T103454_SmallPatches_C1-CAM3;1;1;1;0;OK;8384;26734;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T112927_SmallPatches_C4-CAM2;1;1;1;0;OK;1954;24079;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T203320_SmallPatches_C6-CAM2;1;1;1;0;OK;362;34637;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T111903_SmallPatches_C1-CAM5;1;1;0;0;WEIRD;925;21137;13053;0.3717214865442119;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221116T193622_SmallPatches_C3-CAM7;1;1;1;0;OK;1694;33383;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM2;1;1;1;0;OK;1308;33740;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM3;1;1;1;0;OK;9601;25376;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;1;1;1;0;OK;2854;32163;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T113423_SmallPatches_C6-CAM7;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221115T193532_SmallPatches_C1-CAM2;1;1;1;0;OK;1075;33947;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;1;1;1;0;OK;13187;21341;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM5;1;1;1;0;OK;5736;13298;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T111903_SmallPatches_C1-CAM2;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221115T193532_SmallPatches_C1-CAM5;1;1;1;0;OK;2629;32361;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T113417_SmallPatches_C5-CAM8;1;1;0;0;WEIRD;384;113;34542;0.9858158052455835;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221120T190810_SmallPatches_C3-CAM2;1;1;1;0;OK;15713;19400;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221011T112417_SmallPatches_C6-CAM1;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221122T103604_SmallPatches_C5-CAM4;1;1;1;0;OK;4060;30923;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221016T203324_SmallPatches_C6-CAM2;1;1;1;0;OK;354;34639;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221011T111254_SmallPatches_C3-CAM7;1;1;1;0;OK;1343;32050;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T113050_SmallPatches_C6-CAM2;1;1;1;0;OK;9178;25932;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221119T115015_SmallPatches_C6-CAM6;1;1;1;0;OK;1197;33842;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221016T114101_SmallPatches_C5-CAM4;1;1;1;0;OK;1264;33756;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T111506_SmallPatches_C3-CAM2;1;1;1;0;OK;8987;26210;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221123T211456_SmallPatches_C6-CAM8;1;1;1;0;OK;10039;25020;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221016T203158_SmallPatches_C4-CAM8;1;1;1;0;OK;427;34599;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221119T115015_SmallPatches_C6-CAM1;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221011T112411_SmallPatches_C5-CAM1;1;1;1;0;OK;4397;28181;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221122T103604_SmallPatches_C5-CAM3;1;1;1;0;OK;5425;8565;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221123T115657_SmallPatches_C2-CAM7;1;1;1;0;OK;5329;29854;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221011T112417_SmallPatches_C6-CAM6;1;1;1;0;OK;9133;23419;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221123T211456_SmallPatches_C6-CAM1;1;1;1;0;OK;711;34380;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221016T203158_SmallPatches_C4-CAM1;1;1;1;0;OK;2961;32082;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221013T114735_SmallPatches_C1-CAM4;1;1;1;0;OK;4348;29418;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T103112_SmallPatches_C5-CAM3;1;1;1;0;OK;301;34656;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221119T115015_SmallPatches_C6-CAM8;1;1;1;0;OK;1212;25882;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221014T103022_SmallPatches_C4-CAM3;1;1;1;0;OK;988;22593;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221121T121358_SmallPatches_C5-CAM1;1;1;1;0;OK;6712;28376;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221118T103528_SmallPatches_C2-CAM7;1;1;1;0;OK;6205;28842;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221123T120808_SmallPatches_C4-CAM4;1;1;1;0;OK;5510;29543;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221011T192204_SmallPatches_C6-CAM7;1;1;1;0;OK;1029;33876;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221011T112417_SmallPatches_C6-CAM8;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221014T103022_SmallPatches_C4-CAM4;1;1;0;0;WEIRD;11187;23008;1;2.9243186337583345e-05;1 worm with errors
Documents/PTUT/Minipatches_light_20260116/20221116T103112_SmallPatches_C5-CAM4;1;1;1;0;OK;2243;32728;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221123T211456_SmallPatches_C6-CAM6;1;1;1;0;OK;2938;32097;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221016T203158_SmallPatches_C4-CAM6;1;1;1;0;OK;603;34401;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221013T114735_SmallPatches_C1-CAM3;1;1;1;0;OK;5983;27766;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221119T203023_SmallPatches_C5-CAM5;1;1;1;0;OK;14040;20060;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T112001_SmallPatches_C2-CAM4;1;1;1;0;OK;608;34501;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM7;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221116T193607_SmallPatches_C2-CAM6;1;1;1;0;OK;4156;30869;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T203320_SmallPatches_C6-CAM4;1;1;1;0;OK;1231;33794;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T111903_SmallPatches_C1-CAM3;1;1;1;0;OK;8983;26163;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T193622_SmallPatches_C3-CAM1;1;1;1;0;OK;1824;33252;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM4;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM5;1;1;1;0;OK;1335;33736;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM2;1;1;1;0;OK;563;34423;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221115T193532_SmallPatches_C1-CAM4;1;1;1;0;OK;6067;28956;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T113423_SmallPatches_C6-CAM1;1;1;1;0;OK;6446;28605;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM2;1;1;1;0;OK;1887;33136;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM3;1;1;1;0;OK;3061;31965;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T193622_SmallPatches_C3-CAM6;1;1;1;0;OK;7519;27516;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T203320_SmallPatches_C6-CAM3;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221015T111903_SmallPatches_C1-CAM4;1;1;0;0;WEIRD;891;34237;7;0.0001992315355059058;1 worm with errors
Documents/PTUT/Minipatches_light_20260116/20221015T113423_SmallPatches_C6-CAM6;1;1;0;0;WEIRD;2551;32461;1;2.8560820266758062e-05;1 worm with errors
Documents/PTUT/Minipatches_light_20260116/20221121T120109_SmallPatches_C2-CAM7;1;1;1;0;OK;3325;31815;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221115T193532_SmallPatches_C1-CAM3;1;1;1;0;OK;5100;29925;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221122T192144_SmallPatches_C1-CAM3;1;1;1;0;OK;19331;15757;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221115T112027_SmallPatches_C2-CAM6;1;1;1;0;OK;452;34650;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T113417_SmallPatches_C5-CAM7;1;1;1;0;OK;444;34571;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T112927_SmallPatches_C4-CAM3;1;1;1;0;OK;472;25598;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221118T103454_SmallPatches_C1-CAM2;1;1;1;0;OK;800;34314;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221122T192144_SmallPatches_C1-CAM4;1;1;1;0;OK;3273;31833;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T105552_SmallPatches_C2-CAM4;1;1;1;0;OK;4225;30796;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T113423_SmallPatches_C6-CAM8;1;1;1;0;OK;11989;23036;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221119T115009_SmallPatches_C5-CAM3;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221118T103454_SmallPatches_C1-CAM5;1;1;1;0;OK;5756;29330;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T193622_SmallPatches_C3-CAM8;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221017T112927_SmallPatches_C4-CAM4;1;1;1;0;OK;10513;15528;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T103112_SmallPatches_C5-CAM5;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221123T211456_SmallPatches_C6-CAM7;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221013T114735_SmallPatches_C1-CAM2;1;1;1;0;OK;609;33174;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221016T203158_SmallPatches_C4-CAM7;1;1;1;0;OK;1157;33861;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221014T103022_SmallPatches_C4-CAM5;1;1;1;0;OK;1475;33536;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221011T192204_SmallPatches_C6-CAM6;1;1;1;0;OK;2047;32850;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T193607_SmallPatches_C2-CAM7;1;1;1;0;OK;2152;32912;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221123T120808_SmallPatches_C4-CAM2;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221017T113043_SmallPatches_C5-CAM8;1;1;1;0;OK;26080;8948;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM6;1;1;1;0;OK;2251;32754;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221011T192204_SmallPatches_C6-CAM1;1;1;1;0;OK;3071;31808;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221011T191616_SmallPatches_C1-CAM1;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221013T114735_SmallPatches_C1-CAM5;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221116T103112_SmallPatches_C5-CAM2;1;1;1;0;OK;23089;11856;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM1;1;1;1;0;OK;338;34629;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221119T203023_SmallPatches_C5-CAM3;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221015T112001_SmallPatches_C2-CAM2;1;1;1;0;OK;488;34594;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221118T103528_SmallPatches_C2-CAM6;1;1;1;0;OK;22281;12957;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221120T190810_SmallPatches_C3-CAM4;1;1;0;0;WEIRD;544;1311;33269;0.9471871085297802;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221017T113043_SmallPatches_C5-CAM6;1;1;1;0;OK;1777;33331;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM8;1;1;0;0;WEIRD;10524;24448;3;8.577555396711937e-05;1 worm with errors
Documents/PTUT/Minipatches_light_20260116/20221017T111506_SmallPatches_C3-CAM3;1;1;1;0;OK;1171;33924;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221122T103604_SmallPatches_C5-CAM2;1;1;1;0;OK;5028;29163;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221016T203324_SmallPatches_C6-CAM4;1;1;1;0;OK;5648;29355;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221011T192204_SmallPatches_C6-CAM8;1;1;1;0;OK;1076;33838;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221123T115657_SmallPatches_C2-CAM6;1;1;1;0;OK;9101;26038;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221011T191616_SmallPatches_C1-CAM8;1;1;1;0;OK;7361;27560;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221011T112417_SmallPatches_C6-CAM7;1;1;1;0;OK;14560;17821;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221016T114101_SmallPatches_C5-CAM2;1;1;1;0;OK;7840;27153;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221011T111254_SmallPatches_C3-CAM1;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221017T113050_SmallPatches_C6-CAM4;1;1;1;0;OK;1222;33904;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T113043_SmallPatches_C5-CAM1;1;1;1;0;OK;4586;30454;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T111506_SmallPatches_C3-CAM4;1;1;1;0;OK;2096;33031;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221120T190810_SmallPatches_C3-CAM3;1;1;1;0;OK;4681;30455;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221011T111254_SmallPatches_C3-CAM6;1;1;1;0;OK;9121;24266;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221119T115015_SmallPatches_C6-CAM7;1;1;1;0;OK;3651;31400;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T113050_SmallPatches_C6-CAM3;1;1;1;0;OK;1438;33657;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221011T112411_SmallPatches_C5-CAM7;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221122T103604_SmallPatches_C5-CAM5;1;1;1;0;OK;4140;30866;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T193528_SmallPatches_C1-CAM4;1;1;1;0;OK;1018;34068;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221119T203029_SmallPatches_C6-CAM1;1;1;0;0;WEIRD;11196;18695;5202;0.14823469067905282;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221115T113211_SmallPatches_C4-CAM3;1;1;0;0;WEIRD;801;18594;14557;0.428752356267672;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221015T201543_SmallPatches_C5-CAM4;1;1;1;0;OK;3890;31064;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T233336_SmallPatches_C5-CAM6;1;1;0;0;WEIRD;1709;15367;17982;0.5129214444634606;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221011T191645_SmallPatches_C3-CAM2;1;1;1;0;OK;32838;2051;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T194358_SmallPatches_C4-CAM1;1;1;1;0;OK;1747;33217;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM5;1;1;1;0;OK;694;32783;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T202104_SmallPatches_C1-CAM1;1;1;1;0;OK;5837;29271;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T114417_SmallPatches_C4-CAM4;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221115T113211_SmallPatches_C4-CAM4;1;1;1;0;OK;16893;18122;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T193528_SmallPatches_C1-CAM3;1;1;1;0;OK;5654;29418;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221119T203029_SmallPatches_C6-CAM6;1;1;0;0;WEIRD;1836;33104;119;0.0033942782167203857;1 worm with errors
Documents/PTUT/Minipatches_light_20260116/20221117T200328_SmallPatches_C5-CAM2;1;1;1;0;OK;2740;32410;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T201431_SmallPatches_C4-CAM4;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221125T233343_SmallPatches_C6-CAM7;1;1;1;0;OK;631;34457;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221121T120032_SmallPatches_C1-CAM7;1;1;0;0;WEIRD;17721;16107;1277;0.03637658453211793;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221126T114417_SmallPatches_C4-CAM3;1;1;1;0;OK;6047;28991;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T232148_SmallPatches_C3-CAM1;1;1;0;0;WEIRD;6766;22238;6182;0.1756948786449156;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221017T202104_SmallPatches_C1-CAM6;1;1;1;0;OK;854;34290;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T194358_SmallPatches_C4-CAM6;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM2;1;1;1;0;OK;6240;27227;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T111939_SmallPatches_C3-CAM2;1;1;1;0;OK;9376;21372;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221121T204538_SmallPatches_C1-CAM7;1;1;1;0;OK;576;34605;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T233336_SmallPatches_C5-CAM1;1;1;1;0;OK;13236;21615;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T205107_SmallPatches_C5-CAM8;1;1;1;0;OK;21890;13249;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T232148_SmallPatches_C3-CAM8;1;1;1;0;OK;761;34410;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221122T103611_SmallPatches_C6-CAM3;1;1;1;0;OK;4679;30386;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;1;1;1;0;OK;4308;30748;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T233336_SmallPatches_C5-CAM8;1;1;1;0;OK;995;34075;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T194540_SmallPatches_C6-CAM2;1;1;1;0;OK;4218;30696;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T205107_SmallPatches_C5-CAM1;1;1;1;0;OK;27679;7476;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221118T104744_SmallPatches_C5-CAM4;1;1;0;0;WEIRD;29577;3311;591;0.017652857014845126;1 worm with errors
Documents/PTUT/Minipatches_light_20260116/20221126T205114_SmallPatches_C6-CAM3;1;1;1;0;OK;980;34119;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221012T200644_SmallPatches_C1-CAM3;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221110T105517_SmallPatches_C3-CAM2;1;1;1;0;OK;5635;29324;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T205107_SmallPatches_C5-CAM6;1;1;1;0;OK;9353;25863;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221118T104744_SmallPatches_C5-CAM3;1;1;0;0;WEIRD;3111;29249;2662;0.07600936554165953;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221122T193952_SmallPatches_C6-CAM7;1;1;1;0;OK;894;34193;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T194358_SmallPatches_C4-CAM8;1;1;1;0;OK;6313;28736;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T194540_SmallPatches_C6-CAM5;1;1;1;0;OK;7174;27773;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221122T103611_SmallPatches_C6-CAM4;1;1;1;0;OK;3440;31641;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T202104_SmallPatches_C1-CAM8;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM4;1;1;1;0;OK;5687;29411;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221012T200644_SmallPatches_C1-CAM4;1;1;1;0;OK;360;34607;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221119T203029_SmallPatches_C6-CAM8;1;1;1;0;OK;8768;26015;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T205114_SmallPatches_C6-CAM4;1;1;1;0;OK;6456;28659;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221016T201820_SmallPatches_C2-CAM4;1;1;0;0;WEIRD;556;2765;31907;0.9057283978653344;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221123T115619_SmallPatches_C1-CAM4;1;1;1;0;OK;14523;20029;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221119T113756_SmallPatches_C3-CAM4;1;1;1;0;OK;1903;33334;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221121T204614_SmallPatches_C2-CAM7;1;1;1;0;OK;2811;32393;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM1;1;1;1;0;OK;579;32906;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221014T192724_SmallPatches_C6-CAM7;1;1;1;0;OK;2505;32498;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221115T112033_SmallPatches_C3-CAM2;1;1;1;0;OK;3407;31194;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM6;1;1;1;0;OK;348;33117;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221012T130017_SmallPatches_C3-CAM8;1;1;1;0;OK;2963;25326;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T203554_SmallPatches_C2-CAM4;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
